arabic,german,root,frequency_rank,transliteration,masdar,masdar_transliteration,masdar_german
اِعْتَصَمَ,festhalten / Schutz suchen,ع-ص-م,1578,iʿtaṣama,اِعْتِصَامٌ,iʿtiṣām,das Festhalten/das Sich-Klammern
حَافَظَ,wahren / erhalten,ح-ف-ظ,1579,ḥāfaẓa,مُحَافَظَةٌ,muḥāfaẓa,die Erhaltung/die Wahrung
هَدَأَ,nachlassen / ruhig werden,ه-د-أ,1580,hadaʾa,هُدُوءٌ,hudūʾ,die Ruhe
اِنْهَدَمَ,einstürzen,ه-د-م,1581,inhadama,اِنْهِدَامٌ,inhidām,der Einsturz
حَفَرَ,graben,ح-ف-ر,1582,ḥafara,حَفْرٌ,ḥafr,das Graben
اِنْحَدَرَ,absteigen / abfallen,ح-د-ر,1583,inḥadara,اِنْحِدَارٌ,inḥidār,der Abstieg
تَنَاثَرَ,sich zerstreuen,ن-ث-ر,1584,tanāṯara,تَنَاثُرٌ,tanāṯur,die Zerstreuung
تَفَرَّقَ,auseinandergehen,ف-ر-ق,1585,tafarraqa,تَفَرُّقٌ,tafarruq,das Auseinandergehen
قَبَضَ,ergreifen / fassen,ق-ب-ض,1586,qabaḍa,قَبْضٌ,qabḍ,die Ergreifung/der Griff
اِسْتَنْشَقَ,einatmen,ن-ش-ق,1587,istanšaqa,اِسْتِنْشَاقٌ,istinšāq,das Einatmen
عَطَسَ,niesen,ع-ط-س,1588,ʿaṭasa,عُطَاسٌ,ʿuṭās,das Niesen
سَعَلَ,husten,س-ع-ل,1589,saʿala,سُعَالٌ,suʿāl,der Husten
جَرَّ,ziehen,ج-ر-ر,1590,ǧarra,جَرٌّ,ǧarr,das Ziehen
اِسْتَوْقَظَ,aufwachen,و-ق-ظ,1591,istawqaẓa,اِسْتِيقَاظٌ,istīqāẓ,das Aufwachen
أَغْلَقَ,schließen,غ-ل-ق,1592,ʾaġlaqa,إِغْلَاقٌ,ʾiġlāq,das Schließen
تَجَمَّدَ,gefrieren,ج-م-د,1593,taǧammada,تَجَمُّدٌ,taǧammud,das Gefrieren
اِنْجَمَدَ,erstarren,ج-م-د,1594,inǧamada,اِنْجِمَادٌ,inǧimād,das Erstarren
تَبَخَّرَ,verdampfen,ب-خ-ر,1595,tabaḫḫara,تَبَخُّرٌ,tabaḫḫur,das Verdampfen
اِرْتَجَعَ,zurückkehren,ر-ج-ع,1596,irtaǧiʿa,اِرْتِجَاعٌ,irtiǧāʿ,die Rückkehr
مَزَّقَ,zerreißen,م-ز-ق,1597,mazzaqa,تَمْزِيقٌ,tamzīq,das Zerreißen
خَرَّبَ,verwüsten,خ-ر-ب,1598,ḫarraba,تَخْرِيبٌ,taḫrīb,die Verwüstung
شَالَ,hochheben,ش-و-ل,1599,šāla,شَوْلٌ,šawl,das Hochheben
تَرَدَّى,herabstürzen,ر-د-ي,1600,taraddā,تَرَدٍّ,taraddin,der Absturz
سَاوَمَ,handeln / feilschen,س-و-م,1601,sāwama,مُسَاوَمَةٌ,musāwama,das Feilschen
تَتَابَعَ,aufeinanderfolgen,ت-ب-ع,1602,tatābaʿa,تَتَابُعٌ,tatābuʿ,die Aufeinanderfolge
شَقَّ,spalten,ش-ق-ق,1603,šaqqa,شَقٌّ,šaqq,das Spalten
عَزَّزَ,stärken,ع-ز-ز,1604,ʿazzaza,تَعْزِيزٌ,taʿzīz,die Stärkung
وَسَّعَ,erweitern,و-س-ع,1605,wassaʿa,تَوْسِيعٌ,tawsīʿ,die Erweiterung
تَخَلَّى,verzichten auf,خ-ل-و,1606,taḫallā,تَخَلٍّ,taḫallin,das Verzichten
اِسْتَهْدَفَ,anstreben / zielen,ه-د-ف,1607,istahdafa,اِسْتِهْدَافٌ,istihdāf,das Anstreben/die Zielsetzung
تَوَاصَلَ,kontinuieren,و-ص-ل,1608,tawāṣala,تَوَاصُلٌ,tawāṣul,die Kontinuität/die Kommunikation
وَاصَلَ,fortsetzen,و-ص-ل,1609,wāṣala,مُوَاصَلَةٌ,muwāṣala,die Fortsetzung
كَفَّ,aufhören / abhalten,ك-ف-ف,1610,kaffa,كَفٌّ,kaff,das Aufhören/das Abhalten
اِسْتَغْنَى,verzichten können auf,غ-ن-ي,1611,istaġnā,اِسْتِغْنَاءٌ,istiġnāʾ,das Verzichten-können
اِسْتَعْرَضَ,vorführen / begutachten,ع-ر-ض,1612,istaʿraḍa,اِسْتِعْرَاضٌ,istiʿrāḍ,die Vorführung/die Begutachtung
وَظَّفَ,anstellen / einsetzen,و-ظ-ف,1613,waẓẓafa,تَوْظِيفٌ,tawẓīf,die Anstellung
حَضَّ,antreiben,ح-ض-ض,1614,ḥaḍḍa,تَحْضِيضٌ,taḥḍīḍ,der Antrieb
حَثَّ,antreiben,ح-ث-ث,1615,ḥaṯṯa,حَثٌّ,ḥaṯṯ,der Antrieb
شَيَّدَ,errichten,ش-ي-د,1616,šayyada,تَشْيِيدٌ,tašyīd,die Errichtung
اِلْتَمَسَ,ersuchen,ل-م-س,1617,iltamasa,اِلْتِمَاسٌ,iltimās,das Ersuchen/die Bitte
اِسْتَأْذَنَ,um Erlaubnis bitten,أ-ذ-ن,1618,istaʾḏana,اِسْتِئْذَانٌ,istiʾḏān,das Bitten um Erlaubnis
أَجَازَ,genehmigen,ج-و-ز,1619,ʾaǧāza,إِجَازَةٌ,ʾiǧāza,die Genehmigung
رَخَّصَ,lizenzieren,ر-خ-ص,1620,raḫḫaṣa,تَرْخِيصٌ,tarḫīṣ,die Lizenzierung
أَبَاحَ,freigeben,ب-و-ح,1621,ʾabāḥa,إِبَاحَةٌ,ʾibāḥa,die Freigabe
أَوْجَبَ,erforderlich machen,و-ج-ب,1622,ʾawǧaba,إِيجَابٌ,ʾīǧāb,das Erforderlichmachen
لَزِمَ,notwendig sein,ل-ز-م,1623,lazima,لُزُومٌ,luzūm,die Notwendigkeit
اِسْتَوْجَبَ,verdienen / erfordern,و-ج-ب,1624,istawǧaba,اِسْتِيجَابٌ,istīǧāb,das Verdienen/das Erfordern
اِسْتَبْعَدَ,ablehnen / für unwahrscheinlich halten,ب-ع-د,1625,istabʿada,اِسْتِبْعَادٌ,istibʿād,die Ablehnung/das Fernhalten
أَنْكَرَ,leugnen / bestreiten,ن-ك-ر,1626,ʾankara,إِنْكَارٌ,ʾinkār,die Verleugnung
جَحَدَ,ableugnen,ج-ح-د,1627,ǧaḥada,جُحُودٌ,ǧuḥūd,die Verleugnung
بَرَّرَ,rechtfertigen,ب-ر-ر,1628,barrara,تَبْرِيرٌ,tabrīr,die Rechtfertigung
عَذَرَ,entschuldigen,ع-ذ-ر,1629,ʿaḏara,عُذْرٌ,ʿuḏr,die Entschuldigung
سَامَحَ,verzeihen,س-م-ح,1630,sāmaḥa,مُسَامَحَةٌ,musāmaḥa,die Verzeihung
تَصَالَحَ,sich versöhnen,ص-ل-ح,1631,taṣālaḥa,تَصَالُحٌ,taṣāluḥ,die Versöhnung
اِسْتَوْدَعَ,hinterlegen,و-د-ع,1632,istawdaʿa,اِسْتِيدَاعٌ,istīdāʿ,das Hinterlegen
اِسْتَقَلَّ,unabhängig machen,ق-ل-ل,1633,istaqalla,اِسْتِقْلَالٌ,istiqlāl,die Unabhängigkeit
أَسَّسَ,gründen,أ-س-س,1634,ʾassasa,تَأْسِيسٌ,taʾsīs,die Gründung
ثَبَّتَ,befestigen,ث-ب-ت,1635,ṯabbata,تَثْبِيتٌ,taṯbīt,die Befestigung
أَقَرَّ,bestätigen,ق-ر-ر,1636,ʾaqarra,إِقْرَارٌ,ʾiqrār,die Bestätigung/das Eingeständnis
وَثَّقَ,belegen / dokumentieren,و-ث-ق,1637,waṯṯaqa,تَوْثِيقٌ,tawṯīq,die Beurkundung/die Dokumentation
صَنَّفَ,einteilen / klassifizieren,ص-ن-ف,1638,ṣannafa,تَصْنِيفٌ,taṣnīf,die Klassifizierung
اِبْتَكَرَ,neu schaffen,ب-ك-ر,1639,ibtakara,اِبْتِكَارٌ,ibtikār,die Neuschöpfung/die Innovation
طَوَّرَ,entwickeln,ط-و-ر,1640,ṭawwara,تَطْوِيرٌ,taṭwīr,die Entwicklung
ضَبَطَ,kontrollieren / regulieren,ض-ب-ط,1641,ḍabaṭa,ضَبْطٌ,ḍabṭ,die Kontrolle/die Regulierung
صَحَّحَ,korrigieren,ص-ح-ح,1642,ṣaḥḥaḥa,تَصْحِيحٌ,taṣḥīḥ,die Korrektur
اِنْحَرَفَ,abweichen,ح-ر-ف,1643,inḥarafa,اِنْحِرَافٌ,inḥirāf,die Abweichung
رَوَى,überliefern / erzählen,ر-و-ي,1644,rawā,رِوَايَةٌ,riwāya,die Überlieferung/die Erzählung
حَاوَرَ,dialogisieren / sprechen,ح-و-ر,1645,ḥāwara,مُحَاوَرَةٌ,muḥāwara,der Dialog
فَاوَضَ,verhandeln,ف-و-ض,1646,fāwaḍa,مُفَاوَضَةٌ,mufāwaḍa,die Verhandlung
بَادَلَ,tauschen,ب-د-ل,1647,bādala,مُبَادَلَةٌ,mubādala,der Tausch
اِلْتَقَى,sich treffen,ل-ق-ي,1648,iltaqā,اِلْتِقَاءٌ,iltiqāʾ,die Begegnung
تَعَارَفَ,sich kennenlernen,ع-ر-ف,1649,taʿārafa,تَعَارُفٌ,taʿāruf,das Sich-Kennenlernen
تَعَرَّفَ,kennenlernen,ع-ر-ف,1650,taʿarrafa,تَعَرُّفٌ,taʿarruf,das Kennenlernen
دَقَّقَ,nachprüfen,د-ق-ق,1651,daqqaqa,تَدْقِيقٌ,tadqīq,die Nachprüfung
فَحَصَ,untersuchen,ف-ح-ص,1652,faḥaṣa,فَحْصٌ,faḥṣ,die Untersuchung
اِدَّعَى,behaupten,د-ع-و,1653,iddaʿā,اِدِّعَاءٌ,iddiʿāʾ,die Behauptung
أَقْسَمَ,schwören,ق-س-م,1654,ʾaqsama,قَسَمٌ,qasam,der Schwur
حَلَفَ,schwören,ح-ل-ف,1655,ḥalafa,حَلْفٌ,ḥalf,das Schwören
نَفَّذَ,umsetzen / ausführen,ن-ف-ذ,1656,naffaḏa,تَنْفِيذٌ,tanfīḏ,die Umsetzung/die Ausführung
بَالَغَ,übertreiben,ب-ل-غ,1657,bālaġa,مُبَالَغَةٌ,mubālaġa,die Übertreibung
حَيَّا,grüßen,ح-ي-ي,1658,ḥayyā,تَحِيَّةٌ,taḥiyya,der Gruß
رَحَّبَ,willkommen heißen,ر-ح-ب,1659,raḥḥaba,تَرْحِيبٌ,tarḥīb,der Willkommensgruß/das Willkommenheißen
ضَغَطَ,drücken / pressen,ض-غ-ط,1660,ḍaġaṭa,ضَغْطٌ,ḍaġṭ,der Druck
عَلِقَ,hängen bleiben,ع-ل-ق,1661,ʿaliqa,تَعَلُّقٌ,taʿalluq,das Hängenbleiben/die Anhänglichkeit
خَبَأَ,verstecken,خ-ب-أ,1662,ḫabaʾa,خَبْءٌ,ḫabʾ,das Verstecken
سَكَبَ,gießen,س-ك-ب,1663,sakaba,سَكْبٌ,sakb,das Gießen
صَبَّ,gießen,ص-ب-ب,1664,ṣabba,صَبٌّ,ṣabb,das Gießen
شَاوَرَ,sich beraten mit,ش-و-ر,1665,šāwara,مُشَاوَرَةٌ,mušāwara,die Beratung
اِبْتَلَعَ,schlucken,ب-ل-ع,1666,ibtalaʿa,اِبْتِلَاعٌ,ibtilāʿ,das Schlucken
أَحْصَى,zählen,ح-ص-ي,1667,ʾaḥṣā,إِحْصَاءٌ,ʾiḥṣāʾ,das Zählen/die Erfassung
جَهَّزَ,ausrüsten,ج-ه-ز,1668,ǧahhaza,تَجْهِيزٌ,taǧhīz,die Ausrüstung/die Vorbereitung
اِجْتَنَبَ,vermeiden,ج-ن-ب,1669,iǧtanaba,اِجْتِنَابٌ,iǧtināb,die Vermeidung
تَوَقَّى,verhüten / sich hüten vor,و-ق-ي,1670,tawaqqā,تَوَقٍّ,tawaqqin,die Verhütung/die Vorsicht
اِتَّقَى,sich hüten,و-ق-ي,1671,ittaqā,اِتِّقَاءٌ,ittiqāʾ,das Sich-Hüten
نَبَّهَ,warnen / erinnern,ن-ب-ه,1672,nabbaha,تَنْبِيهٌ,tanbīh,die Warnung/die Ermahnung
أَنْذَرَ,warnen,ن-ذ-ر,1673,ʾanḏara,إِنْذَارٌ,ʾinḏār,die Warnung
خَاطَرَ,riskieren,خ-ط-ر,1674,ḫāṭara,مُخَاطَرَةٌ,muḫāṭara,das Risiko/die Gefahr
أَطْلَقَ,abfeuern / loslassen,ط-ل-ق,1675,ʾaṭlaqa,إِطْلَاقٌ,ʾiṭlāq,das Loslassen/das Abfeuern
أَقْرَضَ,leihen,ق-ر-ض,1676,ʾaqraḍa,إِقْرَاضٌ,ʾiqrāḍ,das Leihen
اِسْتَدَانَ,Geld leihen,د-ي-ن,1677,istadāna,اِسْتِدَانَةٌ,istidāna,das Geld-Leihen
وَفَّى,erfüllen,و-ف-ي,1678,waffā,تَوْفِيَةٌ,tawfiya,die Erfüllung
أَوْفَى,erfüllen / einhalten,و-ف-ي,1679,ʾawfā,إِيفَاءٌ,ʾīfāʾ,die Erfüllung/die Einlösung
اِنْدَفَعَ,losstürzen,د-ف-ع,1680,indafaʿa,اِنْدِفَاعٌ,indifāʿ,das Losstürzen/der Schwung
سَهِرَ,nachtwach sein,س-ه-ر,1681,sahira,سَهَرٌ,sahar,das Nachtwachen
اِنْغَلَقَ,sich schließen,غ-ل-ق,1682,inġalaqa,اِنْغِلَاقٌ,inġilāq,das Sich-Schließen
أَقْفَلَ,abschließen,ق-ف-ل,1683,ʾaqfala,إِقْفَالٌ,ʾiqfāl,das Abschließen
أَوَى,Unterschlupf finden,أ-و-ي,1684,ʾawā,إِيَاءٌ,ʾīyāʾ,das Zufluchtsuchen
ضَاعَفَ,verdoppeln,ض-ع-ف,1685,ḍāʿafa,مُضَاعَفَةٌ,muḍāʿafa,die Verdoppelung
ضَعُفَ,schwach werden,ض-ع-ف,1686,ḍaʿufa,ضَعْفٌ,ḍaʿf,die Schwäche
اِنْطَفَأَ,erlöschen,ط-ف-أ,1687,inṭafaʾa,اِنْطِفَاءٌ,inṭifāʾ,das Erlöschen
أَطْفَأَ,auslöschen,ط-ف-أ,1688,ʾaṭfaʾa,إِطْفَاءٌ,ʾiṭfāʾ,das Auslöschen
أَشْعَلَ,anzünden,ش-ع-ل,1689,ʾašʿala,إِشْعَالٌ,ʾišʿāl,das Anzünden
اِشْتَعَلَ,brennen,ش-ع-ل,1690,ištaʿala,اِشْتِعَالٌ,ištiʿāl,das Brennen/der Brand
تَدَفَّأَ,sich wärmen,د-ف-أ,1691,tadaffaʾa,تَدَفُّؤٌ,tadaffuʾ,das Sich-Wärmen
اِسْتَظَلَّ,Schatten finden,ظ-ل-ل,1692,istaẓalla,اِسْتِظْلَالٌ,istiẓlāl,das Schatten-Suchen
زَلَّ,ausrutschen,ز-ل-ل,1693,zalla,زَلَلٌ,zalal,das Ausrutschen
اِنْزَلَقَ,ausrutschen,ز-ل-ق,1694,inzalaqa,اِنْزِلَاقٌ,inzilāq,das Ausrutschen
عَثَرَ,stolpern / finden,ع-ث-ر,1695,ʿaṯara,عَثْرَةٌ,ʿaṯra,das Stolpern
اِتَّضَحَ,klar werden,و-ض-ح,1696,ittaḍaḥa,اِتِّضَاحٌ,ittiḍāḥ,die Klarheit/das Klarwerden
صَوَّرَ,abbilden,ص-و-ر,1697,ṣawwara,تَصْوِيرٌ,taṣwīr,das Abbilden/die Fotografie
تَفَاءَلَ,optimistisch sein,ف-أ-ل,1698,tafāʾala,تَفَاؤُلٌ,tafāʾul,der Optimismus
تَشَاءَمَ,pessimistisch sein,ش-أ-م,1699,tašāʾama,تَشَاؤُمٌ,tašāʾum,der Pessimismus
اِشْتَاقَ,sich sehnen,ش-و-ق,1700,ištāqa,اِشْتِيَاقٌ,ištiyāq,die Sehnsucht
